task_id	hash	name	process	status	exit	container	cpus	time	disk	memory	rss	%cpu	%mem	vmem	peak_rss	peak_vmem	submit	start	complete	duration	realtime	rchar	wchar	read_bytes	write_bytes	workdir
9	30/a0310e	FILTER_READS (9)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	44.3%	0.0%	16.3 MB	0	0	2023-11-21 13:51:59.816	2023-11-21 13:51:59.972	2023-11-21 13:52:03.821	4s	2s	0	0	0	0	/root/pipeline_test/work/30/a0310e154ec085c533fa37b531e9a8
13	f9/ae6cb2	FILTER_READS (13)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	36.6%	0.0%	16.3 MB	0	0	2023-11-21 13:52:00.010	2023-11-21 13:52:00.104	2023-11-21 13:52:03.826	3.8s	1.8s	0	0	0	0	/root/pipeline_test/work/f9/ae6cb2fe1fe56ab1bf80aac8abd414
2	f8/575b7a	FILTER_READS (2)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	49.7%	0.0%	16.3 MB	0	0	2023-11-21 13:51:59.837	2023-11-21 13:51:59.974	2023-11-21 13:52:03.851	4s	1.9s	0	0	0	0	/root/pipeline_test/work/f8/575b7a5514936b00ffcaac8d319548
16	86/d511a7	FILTER_READS (16)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	41.1%	0.0%	16.3 MB	0	0	2023-11-21 13:51:59.993	2023-11-21 13:52:00.099	2023-11-21 13:52:03.858	3.9s	1.7s	0	0	0	0	/root/pipeline_test/work/86/d511a7bff75052665de8315552c7f8
11	16/ab82bf	FILTER_READS (11)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	54.4%	0.0%	16.3 MB	0	0	2023-11-21 13:51:59.911	2023-11-21 13:51:59.975	2023-11-21 13:52:03.885	4s	1.6s	0	0	0	0	/root/pipeline_test/work/16/ab82bffa0ffd88cc6dd4841ee3f61d
10	ff/6ea06d	FILTER_READS (10)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	45.5%	0.0%	16.3 MB	0	0	2023-11-21 13:51:59.743	2023-11-21 13:51:59.863	2023-11-21 13:52:04.000	4.3s	1.8s	0	0	0	0	/root/pipeline_test/work/ff/6ea06dfebf32083be5b0eeb4bda831
23	e7/bcd151	INTERSECT_COUNTS (7)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	20.2%	0.0%	0	0	0	2023-11-21 13:52:04.038	2023-11-21 13:52:04.134	2023-11-21 13:52:06.077	2s	227ms	0	0	0	0	/root/pipeline_test/work/e7/bcd1519aebf866dfe471bab2cca707
32	37/9fb68f	INTERSECT_COUNTS (16)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	28.8%	0.0%	0	0	0	2023-11-21 13:52:04.045	2023-11-21 13:52:04.134	2023-11-21 13:52:06.135	2.1s	292ms	0	0	0	0	/root/pipeline_test/work/37/9fb68f114739f156f098c2cf156d56
26	5d/7872e3	INTERSECT_COUNTS (10)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	1.6 MB	23.3%	0.0%	16.3 MB	0	0	2023-11-21 13:52:04.067	2023-11-21 13:52:04.135	2023-11-21 13:52:06.158	2.1s	440ms	0	0	0	0	/root/pipeline_test/work/5d/7872e31451d2aa3dc089953a17f2c5
28	e0/c5f320	INTERSECT_COUNTS (12)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	15.6%	0.0%	0	0	0	2023-11-21 13:52:04.030	2023-11-21 13:52:04.133	2023-11-21 13:52:06.239	2.2s	244ms	0	0	0	0	/root/pipeline_test/work/e0/c5f3204ef21100bcbe21b8acab26d3
31	54/35a9f2	INTERSECT_COUNTS (15)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	12.1%	0.0%	0	0	0	2023-11-21 13:52:04.053	2023-11-21 13:52:04.134	2023-11-21 13:52:06.289	2.2s	198ms	0	0	0	0	/root/pipeline_test/work/54/35a9f23d37ff15148e074ec74065a0
20	41/bd6fe5	INTERSECT_COUNTS (4)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	20.7%	0.0%	0	0	0	2023-11-21 13:52:04.060	2023-11-21 13:52:04.134	2023-11-21 13:52:06.413	2.4s	180ms	0	0	0	0	/root/pipeline_test/work/41/bd6fe568e5498182a7ae046549a940
27	50/9ad077	INTERSECT_COUNTS (11)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	19.2%	0.0%	0	0	0	2023-11-21 13:52:04.083	2023-11-21 13:52:04.141	2023-11-21 13:52:06.438	2.4s	281ms	0	0	0	0	/root/pipeline_test/work/50/9ad077106fc2dc32b559bc90dc2d48
19	d0/dc4e8f	INTERSECT_COUNTS (3)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	17.8%	0.0%	0	0	0	2023-11-21 13:52:04.090	2023-11-21 13:52:04.157	2023-11-21 13:52:06.503	2.4s	295ms	0	0	0	0	/root/pipeline_test/work/d0/dc4e8ffdf10a4d486f08c5d1bc8596
24	cb/e340a8	INTERSECT_COUNTS (8)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	18.5%	0.0%	0	0	0	2023-11-21 13:52:04.146	2023-11-21 13:52:04.256	2023-11-21 13:52:06.542	2.4s	227ms	0	0	0	0	/root/pipeline_test/work/cb/e340a847f371df4f8c21972100cfb3
22	90/e7e7b0	INTERSECT_COUNTS (6)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	7.2%	0.0%	0	0	0	2023-11-21 13:52:04.132	2023-11-21 13:52:04.256	2023-11-21 13:52:06.584	2.5s	381ms	0	0	0	0	/root/pipeline_test/work/90/e7e7b0ec956a5ed8e20d459d62c327
30	0a/25c0aa	INTERSECT_COUNTS (14)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	25.0%	0.0%	0	0	0	2023-11-21 13:52:04.099	2023-11-21 13:52:04.158	2023-11-21 13:52:06.680	2.6s	232ms	0	0	0	0	/root/pipeline_test/work/0a/25c0aab814d01fb9ae5265e4106f25
17	b2/8d66f0	INTERSECT_COUNTS (1)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	14.5%	0.0%	0	0	0	2023-11-21 13:52:04.409	2023-11-21 13:52:04.586	2023-11-21 13:52:06.687	2.3s	450ms	0	0	0	0	/root/pipeline_test/work/b2/8d66f057195177850e5483f2622681
25	56/84f3ab	INTERSECT_COUNTS (9)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	20.9%	0.0%	0	0	0	2023-11-21 13:52:04.075	2023-11-21 13:52:04.136	2023-11-21 13:52:06.795	2.7s	333ms	0	0	0	0	/root/pipeline_test/work/56/84f3ab3a94f89cdfc9d57b4f09f5ff
21	e8/c798da	INTERSECT_COUNTS (5)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	16.8%	0.0%	0	0	0	2023-11-21 13:52:04.416	2023-11-21 13:52:04.586	2023-11-21 13:52:06.835	2.4s	275ms	0	0	0	0	/root/pipeline_test/work/e8/c798da83065932ac98f298de3cd2bb
18	28/59ba81	INTERSECT_COUNTS (2)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	14.3%	0.0%	0	0	0	2023-11-21 13:52:04.107	2023-11-21 13:52:04.254	2023-11-21 13:52:07.231	3.1s	525ms	0	0	0	0	/root/pipeline_test/work/28/59ba8185fe4994cbc89b5fc22c57b0
29	39/a06739	INTERSECT_COUNTS (13)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	21.7%	0.0%	0	0	0	2023-11-21 13:52:04.396	2023-11-21 13:52:04.585	2023-11-21 13:52:07.464	3.1s	480ms	0	0	0	0	/root/pipeline_test/work/39/a067392843b5e8e5183c7075ed23cf
34	13/34afd6	COUNT_SUM_NORM (2)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	58.5%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.161	2023-11-21 13:52:06.553	2023-11-21 13:52:10.008	3.8s	1.5s	0	0	0	0	/root/pipeline_test/work/13/34afd64ef1a77be59d9dd6b4c9f02a
33	47/e5e289	COUNT_SUM_NORM (1)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	43.1%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.138	2023-11-21 13:52:06.245	2023-11-21 13:52:10.326	4.2s	1.6s	0	0	0	0	/root/pipeline_test/work/47/e5e289b3c0d47fc27470344d6b3675
35	44/7f8f1a	COUNT_SUM_NORM (3)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	41.0%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.263	2023-11-21 13:52:06.554	2023-11-21 13:52:10.590	4.3s	1.9s	0	0	0	0	/root/pipeline_test/work/44/7f8f1a230e642ebe8679e1446dec28
40	7e/9e27fc	COUNT_SUM_NORM (8)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	65.8%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.574	2023-11-21 13:52:06.698	2023-11-21 13:52:10.647	4.1s	1.3s	0	0	0	0	/root/pipeline_test/work/7e/9e27fc958fc1987f42ee487c829005
43	bb/fb0702	COUNT_SUM_NORM (11)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	39.1%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.719	2023-11-21 13:52:06.803	2023-11-21 13:52:10.863	4.1s	1.9s	0	0	0	0	/root/pipeline_test/work/bb/fb07020ce79505028ef3c2baac325a
37	36/1d4656	COUNT_SUM_NORM (5)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	33.7%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.434	2023-11-21 13:52:06.697	2023-11-21 13:52:10.887	4.5s	2.2s	0	0	0	0	/root/pipeline_test/work/36/1d46563c6692c9ffb3287e59d0d3c0
36	07/0f0103	COUNT_SUM_NORM (4)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	57.5%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.416	2023-11-21 13:52:06.555	2023-11-21 13:52:11.053	4.6s	1.5s	0	0	0	0	/root/pipeline_test/work/07/0f0103a8237dddec6f617f575ccef4
42	7e/7538f1	COUNT_SUM_NORM (10)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	55.5%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.611	2023-11-21 13:52:06.706	2023-11-21 13:52:11.072	4.5s	1.5s	0	0	0	0	/root/pipeline_test/work/7e/7538f1733523e71fad9e3576b0a47a
38	b5/570d26	COUNT_SUM_NORM (6)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	57.7%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.487	2023-11-21 13:52:06.698	2023-11-21 13:52:11.113	4.6s	1.4s	0	0	0	0	/root/pipeline_test/work/b5/570d2695c0071ca891cae6e618de28
39	e8/390d39	COUNT_SUM_NORM (7)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	45.0%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.496	2023-11-21 13:52:06.591	2023-11-21 13:52:11.118	4.6s	2s	0	0	0	0	/root/pipeline_test/work/e8/390d39191a6aebf5cb0c93afea343b
46	db/e01508	COUNT_SUM_NORM (14)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	47.8%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.894	2023-11-21 13:52:07.049	2023-11-21 13:52:11.123	4.2s	1.6s	0	0	0	0	/root/pipeline_test/work/db/e0150871b58a850b3885ba811eef56
45	58/86352c	COUNT_SUM_NORM (13)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	43.3%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.877	2023-11-21 13:52:07.048	2023-11-21 13:52:11.146	4.3s	2s	0	0	0	0	/root/pipeline_test/work/58/86352c461ea08a3a7fd22a4ac28e37
41	9b/42484b	COUNT_SUM_NORM (9)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	44.4%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.580	2023-11-21 13:52:06.698	2023-11-21 13:52:11.164	4.6s	2s	0	0	0	0	/root/pipeline_test/work/9b/42484b33cc3c8d923cdd7e63f9e8d5
44	dd/7d2a48	COUNT_SUM_NORM (12)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	49.2%	0.0%	16.3 MB	0	0	2023-11-21 13:52:06.713	2023-11-21 13:52:06.803	2023-11-21 13:52:11.224	4.5s	2s	0	0	0	0	/root/pipeline_test/work/dd/7d2a48bdaaca2741db9e5f0b6b4b5c
47	6b/1cf87c	COUNT_SUM_NORM (15)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	63.9%	0.0%	16.3 MB	0	0	2023-11-21 13:52:07.289	2023-11-21 13:52:07.347	2023-11-21 13:52:11.374	4.1s	1.3s	0	0	0	0	/root/pipeline_test/work/6b/1cf87c21b7389951b0928474a21d3a
48	f2/2301cb	COUNT_SUM_NORM (16)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	51.8 MB	57.0%	0.3%	652.5 MB	0	0	2023-11-21 13:52:07.578	2023-11-21 13:52:07.683	2023-11-21 13:52:11.492	3.9s	1.2s	0	0	0	0	/root/pipeline_test/work/f2/2301cbfcf387c4fa35393b61f58a9d
49	93/adbf1c	COMBINE_OUTPUT	COMBINE_OUTPUT	COMPLETED	0	-	1	-	-	-	0	69.6%	0.0%	0	0	0	2023-11-21 13:52:11.507	2023-11-21 13:52:11.595	2023-11-21 13:52:12.448	941ms	62ms	0	0	0	0	/root/pipeline_test/work/93/adbf1cbbe1cbcc0a516f7a1b38b8e7
